medicalstore_id,warehouse_id,quantity,inTime,outTime,identity,imc,states
622f88c5fc13ae1b940000f1,622f88c5fc13ae1b940000f0,4231,1641680342,1641680342,1914930526432128,57687140,Andhra Pradesh
622f88c5fc13ae1b940000f4,622f88c5fc13ae1b940000f3,770,1634801222,1634023622,1707157775890442,27744121,Goa
622f88c5fc13ae1b940000f7,622f88c5fc13ae1b940000f6,70,1627143359,1626711359,6593219786793154,01754908,Mizoram
622f88c5fc13ae1b940000fa,622f88c5fc13ae1b940000f9,2016,1634902390,1635507190,6237023826634781,52955200,Arunachal Pradesh
622f88c5fc13ae1b940000fd,622f88c5fc13ae1b940000fc,4098,1634080805,1634944805,6153408496402448,08299893,Kerala
622f88c5fc13ae1b94000100,622f88c5fc13ae1b940000ff,7908,1645389463,1648154263,3609518849289170,54354759,Jammu and Kashmir
622f88c5fc13ae1b94000103,622f88c5fc13ae1b94000102,2588,1620945298,1622327698,9790130317728702,45086259,Dadra and Nagar Haveli
622f88c5fc13ae1b94000106,622f88c5fc13ae1b94000105,1560,1619531325,1620827325,8368699107997694,19322736,Tamil Nadu
622f88c5fc13ae1b94000109,622f88c5fc13ae1b94000108,4181,1632910379,1634638379,2232569761710541,94080928,Rajasthan
622f88c5fc13ae1b9400010c,622f88c5fc13ae1b9400010b,587,1637339061,1637511861,6355659006403254,05424296,West Bengal
622f88c5fc13ae1b9400010f,622f88c5fc13ae1b9400010e,311,1626282507,1626541707,7207168858036092,02432717,Chhattisgarh
622f88c5fc13ae1b94000112,622f88c5fc13ae1b94000111,164,1620928857,1622829657,8596860340997555,49685895,Jharkhand
622f88c5fc13ae1b94000115,622f88c5fc13ae1b94000114,3415,1616933185,1617883585,7925465230283320,63513879,Telangana
622f88c5fc13ae1b94000118,622f88c5fc13ae1b94000117,3186,1647877069,1649605069,5565840987305767,55264605,Punjab
622f88c5fc13ae1b9400011b,622f88c5fc13ae1b9400011a,2752,1642261937,1643385137,9696342200263109,82849524,Mizoram
622f88c5fc13ae1b9400011e,622f88c5fc13ae1b9400011d,9820,1620827421,1622037021,4180956374510293,63890434,Sikkim
622f88c5fc13ae1b94000121,622f88c5fc13ae1b94000120,9680,1638851570,1638937970,5578482999069970,81735742,Punjab
622f88c5fc13ae1b94000124,622f88c5fc13ae1b94000123,6851,1629064359,1631310759,6437315508279391,36755386,Bihar
622f88c5fc13ae1b94000127,622f88c5fc13ae1b94000126,3211,1618351281,1619906481,7087108591750962,42776183,Delhi
622f88c5fc13ae1b9400012a,622f88c5fc13ae1b94000129,6157,1634673407,1635451007,2029298813938737,19619520,Delhi
622f88c5fc13ae1b9400012d,622f88c5fc13ae1b9400012c,3965,1631793949,1633608349,7017735179885361,77981790,West Bengal
622f88c5fc13ae1b94000130,622f88c5fc13ae1b9400012f,9625,1632449431,1633745431,9546892289509841,61151923,Himachal Pradesh
622f88c5fc13ae1b94000133,622f88c5fc13ae1b94000132,5886,1636202815,1636462015,6068990193700529,92713305,Haryana
622f88c5fc13ae1b94000136,622f88c5fc13ae1b94000135,4756,1633454509,1634145709,1974399611297674,60791685,Lakshadweep
622f88c5fc13ae1b94000139,622f88c5fc13ae1b94000138,2701,1641021432,1642749432,8523392581433916,60967200,Uttar Pradesh
622f88c5fc13ae1b9400013c,622f88c5fc13ae1b9400013b,9471,1640766104,1642321304,6675536005456090,05698271,Nagaland
622f88c5fc13ae1b9400013f,622f88c5fc13ae1b9400013e,1099,1640457054,1640889054,2756336557149808,21812754,Orissa
622f88c5fc13ae1b94000142,622f88c5fc13ae1b94000141,6660,1637272887,1639432887,9092095544342938,95809232,Tamil Nadu
622f88c5fc13ae1b94000145,622f88c5fc13ae1b94000144,8003,1624431686,1626591686,6104511625544891,64723332,Tripura
622f88c5fc13ae1b94000148,622f88c5fc13ae1b94000147,1366,1624482569,1625432969,5662934955326697,96565601,Mizoram
622f88c5fc13ae1b9400014b,622f88c5fc13ae1b9400014a,4753,1635211624,1635470824,3494839078238202,06884093,Nagaland
622f88c5fc13ae1b9400014e,622f88c5fc13ae1b9400014d,2974,1616327174,1617191174,7079959781594940,56345614,Nagaland
622f88c5fc13ae1b94000151,622f88c5fc13ae1b94000150,564,1636561166,1638029966,8558756628677242,85713024,Delhi
622f88c5fc13ae1b94000154,622f88c5fc13ae1b94000153,3276,1623089322,1623607722,2933154152740181,21900341,West Bengal
622f88c5fc13ae1b94000157,622f88c5fc13ae1b94000156,7834,1642259691,1643382891,1508489354781000,81825906,Haryana
622f88c5fc13ae1b9400015a,622f88c5fc13ae1b94000159,8951,1641910608,1643552208,3622480561193249,36848236,Madhya Pradesh
622f88c5fc13ae1b9400015d,622f88c5fc13ae1b9400015c,7460,1639991012,1642323812,4583198843681063,14776286,Daman and Diu
622f88c5fc13ae1b94000160,622f88c5fc13ae1b9400015f,8993,1645612995,1647686595,3294855899413594,51655565,Nagaland
622f88c5fc13ae1b94000163,622f88c5fc13ae1b94000162,9144,1628050552,1630469752,3921473551127971,74876857,Assam
622f88c5fc13ae1b94000166,622f88c5fc13ae1b94000165,9849,1624308674,1626036674,7653823869758855,90045290,Daman and Diu
622f88c5fc13ae1b94000169,622f88c5fc13ae1b94000168,9626,1615801343,1617615743,0059148596259878,77735189,Tamil Nadu
622f88c5fc13ae1b9400016c,622f88c5fc13ae1b9400016b,6900,1645236555,1646618955,9321221779531329,78185298,Punjab
622f88c5fc13ae1b9400016f,622f88c5fc13ae1b9400016e,4604,1635817969,1636854769,4577263005539222,89710309,Mizoram
622f88c5fc13ae1b94000172,622f88c5fc13ae1b94000171,2946,1623910363,1624083163,6591469575905293,99457105,Bihar
622f88c5fc13ae1b94000175,622f88c5fc13ae1b94000174,1428,1632215031,1634547831,3404645621601201,71822320,Bihar
622f88c5fc13ae1b94000178,622f88c5fc13ae1b94000177,1666,1629428125,1631760925,6719243963363125,96161485,Jharkhand
622f88c5fc13ae1b9400017b,622f88c5fc13ae1b9400017a,4188,1645879019,1647607019,5370538062026018,65392893,Bihar
622f88c5fc13ae1b9400017e,622f88c5fc13ae1b9400017d,8007,1621395056,1623209456,6508952862831176,64181189,Himachal Pradesh
622f88c5fc13ae1b94000181,622f88c5fc13ae1b94000180,8004,1635574527,1637302527,6906131737083948,87192543,Haryana
622f88c5fc13ae1b94000184,622f88c5fc13ae1b94000183,2016,1618152021,1619361621,6938633068276477,07476469,Chhattisgarh
622f88c5fc13ae1b94000187,622f88c5fc13ae1b94000186,7419,1635061886,1636185086,2101563026482458,74505682,Punjab
622f88c5fc13ae1b9400018a,622f88c5fc13ae1b94000189,3772,1623107732,1623366932,3801368985260461,72227793,Meghalaya
622f88c5fc13ae1b9400018d,622f88c5fc13ae1b9400018c,1151,1644786066,1646686866,3674281372932390,33462593,Chandigarh
622f88c5fc13ae1b94000190,622f88c5fc13ae1b9400018f,1709,1635090698,1637509898,6834251181826308,12316954,Karnataka
622f88c5fc13ae1b94000193,622f88c5fc13ae1b94000192,1387,1636328439,1637797239,6014930876237711,10499787,Tamil Nadu
622f88c5fc13ae1b94000196,622f88c5fc13ae1b94000195,1606,1630717705,1631236105,2829740406326846,39933983,Daman and Diu
622f88c5fc13ae1b94000199,622f88c5fc13ae1b94000198,8429,1640895605,1642278005,4382032897489082,07401183,Dadra and Nagar Haveli
622f88c5fc13ae1b9400019c,622f88c5fc13ae1b9400019b,9930,1643386510,1644509710,9045649556499606,35823566,Uttarakhand
622f88c5fc13ae1b9400019f,622f88c5fc13ae1b9400019e,9937,1619461824,1621535424,3741310462614236,04805002,Rajasthan
622f88c5fc13ae1b940001a2,622f88c5fc13ae1b940001a1,7771,1627348112,1628989712,7085592492266670,23298646,Punjab
622f88c5fc13ae1b940001a5,622f88c5fc13ae1b940001a4,3507,1642262117,1644854117,6237094057968064,25689643,Bihar
622f88c5fc13ae1b940001a8,622f88c5fc13ae1b940001a7,6741,1634634748,1636535548,6709899367873954,18952877,Himachal Pradesh
622f88c5fc13ae1b940001ab,622f88c5fc13ae1b940001aa,5505,1626521909,1628595509,7842973138738679,94753352,Chhattisgarh
622f88c5fc13ae1b940001ae,622f88c5fc13ae1b940001ad,3621,1633320163,1633924963,1394825896883908,50818933,Kerala
622f88c5fc13ae1b940001b1,622f88c5fc13ae1b940001b0,4911,1645046194,1646946994,5316613421435245,87091296,Jharkhand
622f88c5fc13ae1b940001b4,622f88c5fc13ae1b940001b3,9946,1623011031,1623443031,2192805984289694,03607666,Manipur
622f88c5fc13ae1b940001b7,622f88c5fc13ae1b940001b6,6413,1639590414,1641491214,5697030699264125,08527984,Maharashtra
622f88c5fc13ae1b940001ba,622f88c5fc13ae1b940001b9,2680,1624209593,1624641593,9604633890781262,42914143,Gujarat
622f88c5fc13ae1b940001bd,622f88c5fc13ae1b940001bc,3969,1640369479,1641233479,2498569476747298,67914142,Haryana
622f88c5fc13ae1b940001c0,622f88c5fc13ae1b940001bf,2350,1635957593,1636043993,1667996885042726,91298536,Nagaland
622f88c5fc13ae1b940001c3,622f88c5fc13ae1b940001c2,7278,1629637402,1630415002,3510748808997495,93139709,Andaman and Nicobar
622f88c5fc13ae1b940001c6,622f88c5fc13ae1b940001c5,9990,1639170832,1641590032,5302007836450078,63801256,Arunachal Pradesh
622f88c5fc13ae1b940001c9,622f88c5fc13ae1b940001c8,1777,1646418086,1646677286,9923032598866950,66656483,Sikkim
622f88c5fc13ae1b940001cc,622f88c5fc13ae1b940001cb,7247,1618206425,1618724825,6639984619379299,44568546,Jharkhand
622f88c5fc13ae1b940001cf,622f88c5fc13ae1b940001ce,6094,1618503192,1621008792,8944712885200641,89009949,Puducherry
622f88c5fc13ae1b940001d2,622f88c5fc13ae1b940001d1,4245,1621411629,1623485229,9488645713144064,91401309,Dadra and Nagar Haveli
622f88c5fc13ae1b940001d5,622f88c5fc13ae1b940001d4,4635,1647617445,1649691045,5180091058938337,29684932,Kerala
622f88c5fc13ae1b940001d8,622f88c5fc13ae1b940001d7,7961,1619952201,1621334601,6362785664548272,23469927,Maharashtra
622f88c5fc13ae1b940001db,622f88c5fc13ae1b940001da,2803,1638126408,1640632008,4565833408624358,66982007,Jharkhand
622f88c5fc13ae1b940001de,622f88c5fc13ae1b940001dd,1889,1623575788,1623921388,0503154937404419,45059162,Sikkim
622f88c5fc13ae1b940001e1,622f88c5fc13ae1b940001e0,6508,1633687667,1635588467,4884184676511936,25453701,Chhattisgarh
622f88c5fc13ae1b940001e4,622f88c5fc13ae1b940001e3,1777,1643883121,1646043121,0304176521228678,47811094,Sikkim
622f88c5fc13ae1b940001e7,622f88c5fc13ae1b940001e6,5123,1617924366,1619825166,7977109961787776,13677692,Chhattisgarh
622f88c5fc13ae1b940001ea,622f88c5fc13ae1b940001e9,8023,1618710314,1619574314,4658270361358843,28497251,Delhi
622f88c5fc13ae1b940001ed,622f88c5fc13ae1b940001ec,2839,1628851303,1629888103,7910447153964399,28840039,Goa
622f88c5fc13ae1b940001f0,622f88c5fc13ae1b940001ef,6440,1638251429,1638683429,6459653709496979,03688591,Nagaland
622f88c5fc13ae1b940001f3,622f88c5fc13ae1b940001f2,4172,1635278994,1635365394,7420529788518834,58865494,Uttarakhand
622f88c5fc13ae1b940001f6,622f88c5fc13ae1b940001f5,1804,1636401133,1637437933,4235404569480871,47621589,Dadra and Nagar Haveli
622f88c5fc13ae1b940001f9,622f88c5fc13ae1b940001f8,103,1623611357,1625166557,4252755558788256,88412577,Chhattisgarh
622f88c5fc13ae1b940001fc,622f88c5fc13ae1b940001fb,4469,1630862041,1631294041,6588686756750491,89173077,Arunachal Pradesh
622f88c5fc13ae1b940001ff,622f88c5fc13ae1b940001fe,5832,1622648546,1624981346,1038506944744285,52784767,Meghalaya
622f88c5fc13ae1b94000202,622f88c5fc13ae1b94000201,9723,1624502026,1624588426,3221281848122344,75496988,Rajasthan
622f88c5fc13ae1b94000205,622f88c5fc13ae1b94000204,1408,1631071522,1631935522,7981308426094321,37596623,Delhi
622f88c5fc13ae1b94000208,622f88c5fc13ae1b94000207,1965,1617889362,1620135762,3243488555574863,57100091,Chhattisgarh
622f88c5fc13ae1b9400020b,622f88c5fc13ae1b9400020a,3142,1641749734,1642268134,9332112393315652,24885237,Tamil Nadu
622f88c5fc13ae1b9400020e,622f88c5fc13ae1b9400020d,9317,1617690566,1619936966,4201238222625204,41572932,Bihar
622f88c5fc13ae1b94000211,622f88c5fc13ae1b94000210,1669,1643108889,1643540889,3571593008140050,70735348,Nagaland
622f88c5fc13ae1b94000214,622f88c5fc13ae1b94000213,8380,1640090923,1640263723,7269968309468765,71413915,Telangana
622f88c5fc13ae1b94000217,622f88c5fc13ae1b94000216,93,1626755667,1629002067,7032875084969399,27260875,Bihar
622f88c5fc13ae1b9400021a,622f88c5fc13ae1b94000219,6786,1631476396,1632081196,5668772458453042,68406827,Uttar Pradesh
622f88c5fc13ae1b9400021d,622f88c5fc13ae1b9400021c,3551,1629983053,1631538253,5273897006644575,79750001,Andhra Pradesh
622f88c5fc13ae1b94000220,622f88c5fc13ae1b9400021f,7188,1648006097,1650338897,8493032362614700,34664738,Arunachal Pradesh
622f88c5fc13ae1b94000223,622f88c5fc13ae1b94000222,3070,1618591402,1619973802,5014769864928947,55455385,Andhra Pradesh
622f88c5fc13ae1b94000226,622f88c5fc13ae1b94000225,8748,1621310432,1623729632,8447797789956437,19939754,Andhra Pradesh
622f88c5fc13ae1b94000229,622f88c5fc13ae1b94000228,8863,1621495108,1621927108,5733905316484713,30644849,Assam
622f88c5fc13ae1b9400022c,622f88c5fc13ae1b9400022b,5836,1623207514,1624071514,0157772576008386,04145293,Uttar Pradesh
622f88c5fc13ae1b9400022f,622f88c5fc13ae1b9400022e,8411,1631604874,1633851274,0271899850309238,79836041,Haryana
622f88c5fc13ae1b94000232,622f88c5fc13ae1b94000231,8622,1648234324,1648839124,3913213508607870,87660168,Goa
622f88c5fc13ae1b94000235,622f88c5fc13ae1b94000234,527,1629158961,1630109361,3022870695177628,01977991,Arunachal Pradesh
622f88c5fc13ae1b94000238,622f88c5fc13ae1b94000237,1752,1634104138,1636350538,7680449481656466,79917739,Jharkhand
622f88c5fc13ae1b9400023b,622f88c5fc13ae1b9400023a,9519,1643144451,1644094851,8639531069781650,98080332,Karnataka
622f88c5fc13ae1b9400023e,622f88c5fc13ae1b9400023d,5222,1638940839,1639027239,3370319920014102,97631930,Tamil Nadu
622f88c5fc13ae1b94000241,622f88c5fc13ae1b94000240,7471,1620940028,1621976828,1517232422749299,56408473,Telangana
622f88c5fc13ae1b94000244,622f88c5fc13ae1b94000243,8033,1625398657,1626781057,7615302296155434,29898441,Kerala
622f88c5fc13ae1b94000247,622f88c5fc13ae1b94000246,7706,1629040545,1630509345,7538178678755738,18275131,Karnataka
622f88c5fc13ae1b9400024a,622f88c5fc13ae1b94000249,6693,1627279576,1627625176,3716529583720592,32498410,Chhattisgarh
622f88c6fc13ae1b9400024d,622f88c6fc13ae1b9400024c,106,1638432264,1640851464,0126148615124222,06171244,Dadra and Nagar Haveli
622f88c6fc13ae1b94000250,622f88c6fc13ae1b9400024f,6985,1635625952,1637785952,6325409395159831,37092997,Orissa
622f88c6fc13ae1b94000253,622f88c6fc13ae1b94000252,5879,1632369175,1632628375,0711610522042560,05493861,Bihar
622f88c6fc13ae1b94000256,622f88c6fc13ae1b94000255,9577,1621884821,1624044821,1911503286859806,99173936,Arunachal Pradesh
622f88c6fc13ae1b94000259,622f88c6fc13ae1b94000258,5203,1637272947,1639778547,2291430578430455,17100473,Jammu and Kashmir
622f88c6fc13ae1b9400025c,622f88c6fc13ae1b9400025b,204,1641729105,1643111505,0355690691315468,90224716,Uttar Pradesh
622f88c6fc13ae1b9400025f,622f88c6fc13ae1b9400025e,9630,1629567882,1630431882,2039162010190041,25767358,Karnataka
622f88c6fc13ae1b94000262,622f88c6fc13ae1b94000261,7839,1639776288,1641158688,0279321687338840,72033377,Arunachal Pradesh
622f88c6fc13ae1b94000265,622f88c6fc13ae1b94000264,9853,1629493638,1630184838,0895402909894225,24906148,Himachal Pradesh
622f88c6fc13ae1b94000268,622f88c6fc13ae1b94000267,54,1648267739,1650600539,3053507738526729,96914113,Bihar
622f88c6fc13ae1b9400026b,622f88c6fc13ae1b9400026a,4031,1631820377,1633375577,6106357998419654,23044920,Meghalaya
622f88c6fc13ae1b9400026e,622f88c6fc13ae1b9400026d,339,1639151340,1639928940,9492455963464374,64489972,Maharashtra
622f88c6fc13ae1b94000271,622f88c6fc13ae1b94000270,8208,1620642048,1621851648,3786988591167002,81932283,Tripura
622f88c6fc13ae1b94000274,622f88c6fc13ae1b94000273,6146,1628313474,1629004674,6266562463037086,46555175,West Bengal
622f88c6fc13ae1b94000277,622f88c6fc13ae1b94000276,2223,1629555010,1631023810,1859895847086539,59492323,Mizoram
622f88c6fc13ae1b9400027a,622f88c6fc13ae1b94000279,9421,1632453760,1632712960,8781605170978988,11370681,Orissa
622f88c6fc13ae1b9400027d,622f88c6fc13ae1b9400027c,463,1630335899,1631286299,5534674332656330,48767653,Punjab
622f88c6fc13ae1b94000280,622f88c6fc13ae1b9400027f,9441,1645072464,1646714064,6288667023488280,55768346,Punjab
622f88c6fc13ae1b94000283,622f88c6fc13ae1b94000282,5248,1629698953,1631858953,3795719485184339,21525060,Lakshadweep
622f88c6fc13ae1b94000286,622f88c6fc13ae1b94000285,8827,1617797646,1618402446,9619125803860805,34048057,Chandigarh
622f88c6fc13ae1b94000289,622f88c6fc13ae1b94000288,6083,1619899619,1622318819,9462130660600245,24947532,Rajasthan
622f88c6fc13ae1b9400028c,622f88c6fc13ae1b9400028b,301,1627728725,1629975125,6612185705178173,85614307,Tamil Nadu
622f88c6fc13ae1b9400028f,622f88c6fc13ae1b9400028e,3826,1638280475,1638885275,0798523909974722,95568728,Nagaland
622f88c6fc13ae1b94000292,622f88c6fc13ae1b94000291,50,1642341393,1644587793,5506178977948929,14053134,West Bengal
622f88c6fc13ae1b94000295,622f88c6fc13ae1b94000294,1864,1641849997,1643318797,7963732338795571,45669076,Uttar Pradesh
622f88c6fc13ae1b94000298,622f88c6fc13ae1b94000297,4185,1642073100,1642850700,1305414993145397,62654559,Jammu and Kashmir
622f88c6fc13ae1b9400029b,622f88c6fc13ae1b9400029a,2778,1622777088,1623986688,8140622966191301,75688564,Sikkim
622f88c6fc13ae1b9400029e,622f88c6fc13ae1b9400029d,7650,1619428398,1621415598,0747839858457788,52151191,Maharashtra
622f88c6fc13ae1b940002a1,622f88c6fc13ae1b940002a0,3171,1643220158,1645207358,8960135335661277,20386228,Tripura
622f88c6fc13ae1b940002a4,622f88c6fc13ae1b940002a3,4227,1632727666,1633332466,9749374953558864,37720630,Jharkhand
622f88c6fc13ae1b940002a7,622f88c6fc13ae1b940002a6,1003,1625160615,1627061415,3676326358694352,51758310,Andhra Pradesh
622f88c6fc13ae1b940002aa,622f88c6fc13ae1b940002a9,6212,1645861749,1646380149,8250989903233328,66254904,Chandigarh
622f88c6fc13ae1b940002ad,622f88c6fc13ae1b940002ac,8898,1641836748,1643651148,4678814828809746,26284550,Karnataka
622f88c6fc13ae1b940002b0,622f88c6fc13ae1b940002af,4287,1639864672,1640469472,0918351867893914,54108680,Meghalaya
622f88c6fc13ae1b940002b3,622f88c6fc13ae1b940002b2,2646,1620338691,1622412291,1958810899585305,11432950,Kerala
622f88c6fc13ae1b940002b6,622f88c6fc13ae1b940002b5,9890,1647704768,1648309568,1731812370420335,23673489,Lakshadweep
622f88c6fc13ae1b940002b9,622f88c6fc13ae1b940002b8,698,1623674487,1624192887,7334499285703080,48637071,Dadra and Nagar Haveli
622f88c6fc13ae1b940002bc,622f88c6fc13ae1b940002bb,5789,1635274489,1636311289,3780188223885872,50621442,Chandigarh
622f88c6fc13ae1b940002bf,622f88c6fc13ae1b940002be,3206,1619014658,1619187458,4406935928917975,50385604,Puducherry
622f88c6fc13ae1b940002c2,622f88c6fc13ae1b940002c1,7808,1631558043,1633113243,9589450564700336,83528763,Lakshadweep
622f88c6fc13ae1b940002c5,622f88c6fc13ae1b940002c4,987,1637619943,1639607143,2506969086719142,79760191,Bihar
622f88c6fc13ae1b940002c8,622f88c6fc13ae1b940002c7,9007,1633715461,1635270661,1094367275783773,38886544,Uttar Pradesh
622f88c6fc13ae1b940002cb,622f88c6fc13ae1b940002ca,14,1623829850,1625644250,1316735105177932,06400607,Lakshadweep
622f88c6fc13ae1b940002ce,622f88c6fc13ae1b940002cd,494,1620283116,1620628716,0130579640827742,99415464,Rajasthan
622f88c6fc13ae1b940002d1,622f88c6fc13ae1b940002d0,8965,1637748973,1637835373,6434724550521285,10136229,Tripura
622f88c6fc13ae1b940002d4,622f88c6fc13ae1b940002d3,2430,1619581870,1621223470,1809231206886903,84372386,Mizoram
622f88c6fc13ae1b940002d7,622f88c6fc13ae1b940002d6,678,1632606105,1633556505,8734375888730304,32046144,Rajasthan
622f88c6fc13ae1b940002da,622f88c6fc13ae1b940002d9,2896,1643899306,1644158506,2138998258195153,00396662,Punjab
622f88c6fc13ae1b940002dd,622f88c6fc13ae1b940002dc,2111,1628421594,1629112794,4315900678654316,55964241,Himachal Pradesh
622f88c6fc13ae1b940002e0,622f88c6fc13ae1b940002df,1688,1640242792,1641452392,3704637062579163,64877701,Himachal Pradesh
622f88c6fc13ae1b940002e3,622f88c6fc13ae1b940002e2,6091,1625148067,1625666467,9651269802013927,16530736,Rajasthan
622f88c6fc13ae1b940002e6,622f88c6fc13ae1b940002e5,7204,1634229966,1635093966,9593705507778005,01260435,Meghalaya
622f88c6fc13ae1b940002e9,622f88c6fc13ae1b940002e8,9919,1638325331,1639362131,9462824802533686,08632254,Karnataka
622f88c6fc13ae1b940002ec,622f88c6fc13ae1b940002eb,5412,1628558604,1629422604,8955963870966140,66488508,Arunachal Pradesh
622f88c6fc13ae1b940002ef,622f88c6fc13ae1b940002ee,747,1617686750,1619069150,0297600704060456,08269679,Lakshadweep
622f88c6fc13ae1b940002f2,622f88c6fc13ae1b940002f1,580,1644872734,1645823134,3027315568383589,98606653,Meghalaya
622f88c6fc13ae1b940002f5,622f88c6fc13ae1b940002f4,9355,1627533141,1627619541,4298831298842279,37189819,Madhya Pradesh
